lat,lon,country,device,login_status,attack_type,is_attack,user_id,timestamp
41.88445028198094,76.05660975176266,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Failed,Brute Force,1,user_0499,2025-09-24 07:30:03.448834
52.70820386737788,-119.10809586692247,DE,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Brute Force Success,1,user_0498,2025-09-24 07:35:03.448834
20.43222238662187,12.60824198966128,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0,user_0497,2025-09-24 07:40:03.448834
52.200797088793685,152.5476739080074,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0,user_0496,2025-09-24 07:45:03.448834
53.358562824270955,79.66538676767263,GB,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,1,user_0495,2025-09-24 07:50:03.448834
35.898125252094374,73.49591109150266,IN,Mozilla/5.0 (Linux; Android 10; SM-G960U),Failed,Device Spoofing,1,user_0494,2025-09-24 07:55:03.448834
35.80848445719978,13.911967880370364,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Brute Force,1,user_0493,2025-09-24 08:00:03.448834
36.26865668481063,-0.9837470061886271,GB,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Device Spoofing,1,user_0492,2025-09-24 08:05:03.448834
40.44468020452717,-117.97002507448174,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0,user_0491,2025-09-24 08:10:03.448834
36.88995341465254,74.60529126201905,JP,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Failed,Normal,1,user_0490,2025-09-24 08:15:03.448834
52.7208686435865,74.09913879370691,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0,user_0489,2025-09-24 08:20:03.448834
13.757101509330013,72.8522250480995,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,1,user_0488,2025-09-24 08:25:03.448834
53.13140368388001,73.78875325792546,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Vacation,0,user_0487,2025-09-24 08:30:03.448834
52.30419438956714,-5.398560375129616,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Vacation,0,user_0486,2025-09-24 08:35:03.448834
36.130935140493385,2.1644157342769086,JP,Mozilla/5.0 (Linux; Android 10; SM-G960U),Failed,Device Spoofing,1,user_0485,2025-09-24 08:40:03.448834
13.750334431555748,151.56442736246285,GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,1,user_0484,2025-09-24 08:45:03.448834
36.5963907460525,-1.4213219953730853,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0,user_0483,2025-09-24 08:50:03.448834
19.300723323708294,0.1347048261285396,JP,Mozilla/5.0 (Android 4.0; Mobile; rv:9.0) Gecko/9.0 Firefox/9.0,Success,Brute Force,1,user_0482,2025-09-24 08:55:03.448834
52.20104357044471,150.3421706569128,US,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,1,user_0481,2025-09-24 09:00:03.448834
41.273698903082284,0.5827813443120957,US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2 rv:4.0; uz-UZ) AppleWebKit/533.39.5 (KHTML, like Gecko) Version/4.0.1 Safari/533.39.5",Failed,Brute Force Success,0,user_0480,2025-09-24 09:05:03.448834
13.977625641878273,15.271752152539335,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Brute Force,0,user_0479,2025-09-24 09:10:03.448834
37.02853601703328,0.3697776582250729,DE,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Device Spoofing,1,user_0478,2025-09-24 09:15:03.448834
12.462084581912443,72.93135829175532,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Brute Force,1,user_0477,2025-09-24 09:20:03.448834
13.237287557769818,-0.05410502998231309,JP,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Brute Force,1,user_0476,2025-09-24 09:25:03.448834
12.433718130723216,149.5328751330537,IN,Opera/9.86.(Windows NT 4.0; os-RU) Presto/2.9.189 Version/10.00,Success,Vacation,0,user_0475,2025-09-24 09:30:03.448834
40.469287545715595,-124.79370427885871,IN,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,1,user_0474,2025-09-24 09:35:03.448834
-34.17757500436302,79.71279380049812,GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Brute Force,1,user_0473,2025-09-24 09:40:03.448834
51.9355290198883,151.3345993485586,JP,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/5.0),Success,Normal,0,user_0472,2025-09-24 09:45:03.448834
53.17198358718438,-129.55689704201697,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0,user_0471,2025-09-24 09:50:03.448834
40.5154186095642,154.4025364437923,GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0,user_0470,2025-09-24 09:55:03.448834
41.699742209289305,69.34649948161943,JP,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,1,user_0469,2025-09-24 10:00:03.448834
53.991428311834895,-0.1353395785552211,IN,Mozilla/5.0 (Linux; Android 10; SM-G960U),Failed,Brute Force,1,user_0468,2025-09-24 10:05:03.448834
20.264870218770696,69.58399913090598,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Device Spoofing,0,user_0467,2025-09-24 10:10:03.448834
36.91970253639644,-2.1879439148014317,DE,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Device Spoofing,1,user_0466,2025-09-24 10:15:03.448834
18.938835209925376,71.44466917374582,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Device Spoofing,1,user_0465,2025-09-24 10:20:03.448834
53.430439599259245,70.86263273323758,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Impossible Travel,1,user_0464,2025-09-24 10:25:03.448834
41.58665278557262,-123.24541614334964,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,1,user_0463,2025-09-24 10:30:03.448834
37.00829295540935,76.26665481750061,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Device Spoofing,1,user_0462,2025-09-24 10:35:03.448834
53.742305199474174,77.03305342384384,DE,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Brute Force Success,1,user_0461,2025-09-24 10:40:03.448834
19.90142522266853,3.8802164830170796,GB,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/3.1),Success,Device Spoofing,1,user_0460,2025-09-24 10:45:03.448834
35.680154281026155,-0.3187046123416768,AU,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,1,user_0459,2025-09-24 10:50:03.448834
41.68370797821782,-120.61108829550751,GB,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,1,user_0458,2025-09-24 10:55:03.448834
36.80386302282908,-118.18858549877457,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,1,user_0457,2025-09-24 11:00:03.448834
50.907054818530746,149.44802239547465,JP,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Impossible Travel,1,user_0456,2025-09-24 11:05:03.448834
53.675934893783264,70.66151034162621,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Brute Force,1,user_0455,2025-09-24 11:10:03.448834
19.526895157451577,76.08495764320881,IN,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_6 rv:6.0; ga-IE) AppleWebKit/535.20.5 (KHTML, like Gecko) Version/5.1 Safari/535.20.5",Success,Vacation,0,user_0454,2025-09-24 11:15:03.448834
40.616485609616646,-71.643174606251,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Failed,Device Spoofing,1,user_0453,2025-09-24 11:20:03.448834
36.78334054025425,0.9499671101355693,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Device Spoofing,1,user_0452,2025-09-24 11:25:03.448834
52.08204649283667,-79.20032013339717,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Impossible Travel,1,user_0451,2025-09-24 11:30:03.448834
53.13952478891741,-3.256113088649078,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Brute Force,1,user_0450,2025-09-24 11:35:03.448834
35.42219157315301,75.24639370600742,JP,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,1,user_0449,2025-09-24 11:40:03.448834
51.137042425608286,151.18111259432035,IN,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Brute Force,1,user_0448,2025-09-24 11:45:03.448834
-31.04613014285271,-125.30544593943085,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0,user_0447,2025-09-24 11:50:03.448834
41.358444665955645,76.92411338597118,AU,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,1,user_0446,2025-09-24 11:55:03.448834
52.939945799599755,2.341027371208986,AU,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,1,user_0445,2025-09-24 12:00:03.448834
40.967286323466304,3.223143948991728,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Failed,Brute Force,1,user_0444,2025-09-24 12:05:03.448834
36.96747123963095,-79.7065402647683,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,1,user_0443,2025-09-24 12:10:03.448834
36.18286024670141,155.16162030338157,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Brute Force,1,user_0442,2025-09-24 12:15:03.448834
20.41318228886157,70.66926838752289,IN,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; fil-PH) AppleWebKit/532.12.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6532.12.4",Failed,Normal,1,user_0441,2025-09-24 12:20:03.448834
53.367031544313186,16.267493810007903,DE,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Device Spoofing,1,user_0440,2025-09-24 12:25:03.448834
52.56273416714248,135.7141572998337,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Vacation,1,user_0439,2025-09-24 12:30:03.448834
53.9076812109582,1.2831680882275158,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Device Spoofing,1,user_0438,2025-09-24 12:35:03.448834
38.17193086536074,-2.4703376877745304,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Vacation,0,user_0437,2025-09-24 12:40:03.448834
36.00226149868508,-75.42925060047276,GB,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,1,user_0436,2025-09-24 12:45:03.448834
-35.53997604166201,0.3360759689453819,GB,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Device Spoofing,1,user_0435,2025-09-24 12:50:03.448834
35.12462540584454,142.76449139925322,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Impossible Travel,1,user_0434,2025-09-24 12:55:03.448834
