timestamp,user_id,country,device,velocity_kmh,time_diff_hours,device_trust_score,risk_score,predicted_fraud,is_attack
2025-09-05 00:58:27.154991,user_0000,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.0,0.0,0.9433962264150944,0.0020368016248722086,0,1
2025-09-05 00:59:27.154991,user_0000,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.0,0.016666666666666666,0.9433962264150944,0.0020300920490470232,0,1
2025-09-05 01:00:27.154991,user_0000,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.0,0.016666666666666666,0.9433962264150944,0.0016687513383172058,0,1
2025-09-05 01:01:27.154991,user_0000,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.0,0.016666666666666666,0.9433962264150944,0.0016687513383172058,0,1
2025-09-05 01:02:27.154991,user_0000,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.0,0.016666666666666666,0.9433962264150944,0.0016687513383172058,0,1
2025-09-05 01:03:27.154991,user_0000,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.0,0.016666666666666666,0.9433962264150944,0.0016687513383172058,0,1
2025-09-05 01:04:27.154991,user_0000,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.0,0.016666666666666666,0.9433962264150944,0.0016687513383172058,0,1
2025-09-05 06:04:27.154991,user_0000,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.09765125030115819,5.0,0.9433962264150944,0.0008747695645685389,0,0
2025-09-06 10:58:27.154991,user_0000,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.017173150915031268,28.9,0.9433962264150944,0.03044233655625697,0,1
2025-09-06 10:59:27.154991,user_0000,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.0,0.016666666666666666,0.9433962264150944,0.0015741843937314016,0,1
2025-09-06 11:00:27.154991,user_0000,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.0,0.016666666666666666,0.9433962264150944,0.0016036967758946258,0,1
2025-09-06 11:01:27.154991,user_0000,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.0,0.016666666666666666,0.9433962264150944,0.0016036967758946258,0,1
2025-09-06 11:02:27.154991,user_0000,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.0,0.016666666666666666,0.9433962264150944,0.0016036967758946258,0,1
2025-09-06 11:03:27.154991,user_0000,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.0,0.016666666666666666,0.9433962264150944,0.0016036967758946258,0,1
2025-09-06 11:04:27.154991,user_0000,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.0,0.016666666666666666,0.9433962264150944,0.0016036967758946258,0,1
2025-09-06 17:04:27.154991,user_0000,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.08666551172666301,6.0,0.9433962264150944,0.0012264972094641648,0,0
2025-09-08 21:04:27.154991,user_0000,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),306.87874152594725,52.0,0.9433962264150944,0.11192942027771995,0,0
2025-09-11 19:04:27.154991,user_0000,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.0,70.0,0.9433962264150944,0.21055710257279825,1,0
2025-09-12 05:04:27.154991,user_0000,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.09235049993385226,10.0,0.9433962264150944,0.0027055715825998585,0,0
2025-09-12 06:04:27.154991,user_0000,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.7119092376061308,1.0,0.9433962264150944,0.0012978390470269059,0,0
2025-09-13 06:04:27.154991,user_0000,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.025073050588716044,24.0,0.9433962264150944,0.019937742741586394,0,0
2025-09-16 05:04:27.154991,user_0000,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.011523925529369872,71.0,0.9433962264150944,0.21684750703209482,1,0
2025-09-17 20:04:27.154991,user_0000,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.023192554544036702,39.0,0.9433962264150944,0.05974356758791834,0,0
2025-09-19 12:04:27.154991,user_0000,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.04569517555698757,40.0,0.9433962264150944,0.06305944490348332,0,0
2025-09-21 11:04:27.154991,user_0000,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.024785115095228495,47.0,0.9433962264150944,0.08957914432200502,0,0
2025-09-22 19:04:27.154991,user_0000,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.023978432608317547,32.0,0.9433962264150944,0.038501802450901255,0,0
2025-09-24 07:04:27.154991,user_0000,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.03622539196461658,36.0,0.9433962264150944,0.04983840350439616,0,0
2025-09-25 07:04:27.154991,user_0000,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.05315708382062541,24.0,0.9433962264150944,0.01987691149450164,0,0
2025-09-25 08:04:27.154991,user_0000,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),1.140872467111819,1.0,0.9433962264150944,0.0012545538486624119,0,0
2025-09-28 01:04:27.154991,user_0000,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.011475529795391064,65.0,0.9433962264150944,0.17925015583832168,0,0
2025-09-29 06:04:27.154991,user_0000,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),0.058978490260494974,29.0,0.9433962264150944,0.030740832509424918,0,0
2025-09-30 10:04:27.154991,user_0000,AU,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/3.0),0.04243652603951515,28.0,0.018867924528301886,0.02667693275073133,0,1
